taxonkey	ISO2	ISO3
5350316	PG	PNG
5350316	TH	THA
5350316	VN	VNM
5350336	AU	AUS
5350336	BD	BGD
5350336	BN	BRN
5350336	CN	CHN
5350336	FJ	FJI
5350336	FM	FSM
5350336	GU	GUM
5350336	ID	IDN
5350336	IN	IND
5350336	JP	JPN
5350336	KE	KEN
5350336	KH	KHM
5350336	LK	LKA
5350336	MG	MDG
5350336	MM	MMR
5350336	MZ	MOZ
5350336	MY	MYS
5350336	NC	NCL
5350336	PH	PHL
5350336	PW	PLW
5350336	PG	PNG
5350336	SB	SLB
5350336	SC	SYC
5350336	TH	THA
5350336	TO	TON
5350336	TW	TWN
5350336	TZ	TZA
5350336	VN	VNM
5350336	WS	WSM
5350336	ZA	ZAF
8059811	AF	AFG
8059811	AL	ALB
8059811	AR	ARG
8059811	AM	ARM
8059811	AU	AUS
8059811	AT	AUT
8059811	AZ	AZE
8059811	BE	BEL
8059811	BG	BGR
8059811	BY	BLR
8059811	CA	CAN
8059811	CH	CHE
8059811	CL	CHL
8059811	CN	CHN
8059811	CZ	CZE
8059811	DE	DEU
8059811	DK	DNK
8059811	ES	ESP
8059811	EE	EST
8059811	ET	ETH
8059811	FI	FIN
8059811	FR	FRA
8059811	FO	FRO
8059811	GB	GBR
8059811	GE	GEO
8059811	GQ	GNQ
8059811	GR	GRC
8059811	GL	GRL
8059811	HR	HRV
8059811	HU	HUN
8059811	IN	IND
8059811	IE	IRL
8059811	IR	IRN
8059811	IS	ISL
8059811	IT	ITA
8059811	JP	JPN
8059811	KZ	KAZ
8059811	KE	KEN
8059811	KG	KGZ
8059811	LT	LTU
8059811	LV	LVA
8059811	MA	MAR
8059811	MD	MDA
8059811	MN	MNG
8059811	NL	NLD
8059811	NO	NOR
8059811	NZ	NZL
8059811	PK	PAK
8059811	PL	POL
8059811	PT	PRT
8059811	RO	ROU
8059811	RU	RUS
8059811	SJ	SJM
8059811	RS	SRB
8059811	SK	SVK
8059811	SI	SVN
8059811	SE	SWE
8059811	TR	TUR
8059811	TZ	TZA
8059811	UG	UGA
8059811	UA	UKR
8059811	US	USA
8059811	CD	COD
3044133	CA	CAN
3044133	MX	MEX
3044133	US	USA
3044318	AF	AFG
3044318	AL	ALB
3044318	AM	ARM
3044318	AT	AUT
3044318	AZ	AZE
3044318	BE	BEL
3044318	BG	BGR
3044318	BA	BIH
3044318	BY	BLR
3044318	CH	CHE
3044318	CN	CHN
3044318	CZ	CZE
3044318	DE	DEU
3044318	DK	DNK
3044318	DZ	DZA
3044318	EG	EGY
3044318	ES	ESP
3044318	EE	EST
3044318	FI	FIN
3044318	FR	FRA
3044318	GB	GBR
3044318	GE	GEO
3044318	GR	GRC
3044318	HR	HRV
3044318	HU	HUN
3044318	IN	IND
3044318	IR	IRN
3044318	IQ	IRQ
3044318	IL	ISR
3044318	IT	ITA
3044318	JO	JOR
3044318	KZ	KAZ
3044318	KG	KGZ
3044318	LB	LBN
3044318	LT	LTU
3044318	LV	LVA
3044318	MA	MAR
3044318	MD	MDA
3044318	MK	MKD
3044318	ME	MNE
3044318	MN	MNG
3044318	NL	NLD
3044318	NO	NOR
3044318	NP	NPL
3044318	PK	PAK
3044318	PL	POL
3044318	PT	PRT
3044318	RO	ROU
3044318	RU	RUS
3044318	RS	SRB
3044318	SK	SVK
3044318	SI	SVN
3044318	SE	SWE
3044318	SY	SYR
3044318	TJ	TJK
3044318	TM	TKM
3044318	TR	TUR
3044318	UA	UKR
3044318	UZ	UZB
6388688	CL	CHL
6388688	PE	PER
5360112	US	USA
5360097	AW	ABW
5360097	AI	AIA
5360097	AN	ANT
5360097	AR	ARG
5360097	AG	ATG
5360097	BS	BHS
5360097	BZ	BLZ
5360097	BO	BOL
5360097	BR	BRA
5360097	BB	BRB
5360097	CL	CHL
5360097	CO	COL
5360097	CR	CRI
5360097	CU	CUB
5360097	DM	DMA
5360097	DO	DOM
5360097	EC	ECU
5360097	GP	GLP
5360097	GD	GRD
5360097	GT	GTM
5360097	GF	GUF
5360097	GY	GUY
5360097	HN	HND
5360097	HT	HTI
5360097	JM	JAM
5360097	KN	KNA
5360097	LC	LCA
5360097	MX	MEX
5360097	MS	MSR
5360097	MQ	MTQ
5360097	NI	NIC
5360097	PE	PER
5360097	PR	PRI
5360097	PY	PRY
5360097	SV	SLV
5360097	SR	SUR
5360097	TT	TTO
5360097	UY	URY
5360097	US	USA
5360097	VC	VCT
5360097	VE	VEN
5360097	VG	VGB
5360097	VI	VIR
2967767	AO	AGO
2967767	AG	ATG
2967767	BI	BDI
2967767	BZ	BLZ
2967767	BO	BOL
2967767	BR	BRA
2967767	CF	CAF
2967767	CI	CIV
2967767	CM	CMR
2967767	CO	COL
2967767	CR	CRI
2967767	CU	CUB
2967767	DM	DMA
2967767	EC	ECU
2967767	ET	ETH
2967767	GA	GAB
2967767	GH	GHA
2967767	GN	GIN
2967767	GP	GLP
2967767	GW	GNB
2967767	GQ	GNQ
2967767	GD	GRD
2967767	GT	GTM
2967767	GF	GUF
2967767	GY	GUY
2967767	HN	HND
2967767	IN	IND
2967767	JM	JAM
2967767	KE	KEN
2967767	KN	KNA
2967767	LR	LBR
2967767	LC	LCA
2967767	LK	LKA
2967767	MG	MDG
2967767	MX	MEX
2967767	MZ	MOZ
2967767	MS	MSR
2967767	MQ	MTQ
2967767	MW	MWI
2967767	MY	MYS
2967767	NG	NGA
2967767	NI	NIC
2967767	PA	PAN
2967767	PE	PER
2967767	PG	PNG
2967767	PR	PRI
2967767	RW	RWA
2967767	SN	SEN
2967767	SL	SLE
2967767	ST	STP
2967767	SR	SUR
2967767	SZ	SWZ
2967767	TG	TGO
2967767	TH	THA
2967767	TZ	TZA
2967767	UG	UGA
2967767	VC	VCT
2967767	VE	VEN
2967767	ZA	ZAF
2967767	CD	COD
2967767	ZM	ZMB
2967767	ZW	ZWE
2967931	HN	HND
2967931	MX	MEX
2967058	BT	BTN
2967058	CN	CHN
2967058	LA	LAO
2967058	MM	MMR
2967058	TH	THA
2967058	TW	TWN
2967058	VN	VNM
2967224	AR	ARG
2967224	BR	BRA
2967251	BR	BRA
2967251	CO	COL
2967251	CR	CRI
2967251	CU	CUB
2967251	EC	ECU
2967251	GT	GTM
2967251	GF	GUF
2967251	GY	GUY
2967251	HN	HND
2967251	MX	MEX
2967251	NI	NIC
2967251	PA	PAN
2967251	PE	PER
2967251	SV	SLV
2967251	VE	VEN
2967293	AO	AGO
2967293	AU	AUS
2967293	BT	BTN
2967293	CF	CAF
2967293	CN	CHN
2967293	CI	CIV
2967293	ET	ETH
2967293	GA	GAB
2967293	GH	GHA
2967293	GN	GIN
2967293	GM	GMB
2967293	GW	GNB
2967293	GQ	GNQ
2967293	ID	IDN
2967293	IN	IND
2967293	JP	JPN
2967293	KE	KEN
2967293	KH	KHM
2967293	LA	LAO
2967293	LR	LBR
2967293	LK	LKA
2967293	MM	MMR
2967293	MZ	MOZ
2967293	MW	MWI
2967293	MY	MYS
2967293	NG	NGA
2967293	NP	NPL
2967293	PK	PAK
2967293	PH	PHL
2967293	PG	PNG
2967293	RW	RWA
2967293	SD	SDN
2967293	SL	SLE
2967293	TD	TCD
2967293	TG	TGO
2967293	TH	THA
2967293	TW	TWN
2967293	TZ	TZA
2967293	UG	UGA
2967293	VN	VNM
2967293	CD	COD
2967293	ZM	ZMB
2967293	ZW	ZWE
7224685	AU	AUS
7224685	BD	BGD
7224685	BT	BTN
7224685	CN	CHN
7224685	FJ	FJI
7224685	FM	FSM
7224685	ID	IDN
7224685	IN	IND
7224685	JP	JPN
7224685	KH	KHM
7224685	LA	LAO
7224685	LK	LKA
7224685	MM	MMR
7224685	MY	MYS
7224685	NC	NCL
7224685	NP	NPL
7224685	PH	PHL
7224685	PG	PNG
7224685	TH	THA
7224685	TW	TWN
7224685	TZ	TZA
7224685	VN	VNM
2967688	ID	IDN
2967688	KH	KHM
2967688	LA	LAO
2967688	MM	MMR
2967688	MY	MYS
2967688	PH	PHL
2967688	TH	THA
2967688	VN	VNM
2967708	CN	CHN
2967708	ID	IDN
2967708	IN	IND
2967708	JP	JPN
2967708	KH	KHM
2967708	LA	LAO
2967708	LK	LKA
2967708	MM	MMR
2967708	MY	MYS
2967708	NP	NPL
2967708	PH	PHL
2967708	PG	PNG
2967708	TH	THA
2967708	TW	TWN
2967708	VN	VNM
2967060	AR	ARG
2967060	AG	ATG
2967060	BS	BHS
2967060	BZ	BLZ
2967060	BO	BOL
2967060	BR	BRA
2967060	BB	BRB
2967060	CO	COL
2967060	CR	CRI
2967060	CU	CUB
2967060	DM	DMA
2967060	EC	ECU
2967060	GP	GLP
2967060	GT	GTM
2967060	GF	GUF
2967060	GY	GUY
2967060	HN	HND
2967060	JM	JAM
2967060	KN	KNA
2967060	LC	LCA
2967060	MX	MEX
2967060	MS	MSR
2967060	MQ	MTQ
2967060	NI	NIC
2967060	PA	PAN
2967060	PE	PER
2967060	PR	PRI
2967060	PY	PRY
2967060	SV	SLV
2967060	SR	SUR
2967060	VC	VCT
2967060	VE	VEN
2967846	BZ	BLZ
2967846	CO	COL
2967846	CR	CRI
2967846	EC	ECU
2967846	GT	GTM
2967846	HN	HND
2967846	JM	JAM
2967846	MX	MEX
2967846	NI	NIC
2967846	PA	PAN
2967846	PE	PER
2967846	PR	PRI
2967846	SV	SLV
2967846	VE	VEN
2967055	BT	BTN
2967055	CN	CHN
2967055	ID	IDN
2967055	IN	IND
2967055	KH	KHM
2967055	LA	LAO
2967055	MM	MMR
2967055	MY	MYS
2967055	NP	NPL
2967055	PK	PAK
2967055	PH	PHL
2967055	PG	PNG
2967055	TH	THA
2967055	TW	TWN
2967055	VN	VNM
2967622	AU	AUS
2967622	BT	BTN
2967622	CN	CHN
2967622	ID	IDN
2967622	IN	IND
2967622	JP	JPN
2967622	KH	KHM
2967622	LA	LAO
2967622	LK	LKA
2967622	MM	MMR
2967622	MY	MYS
2967622	NP	NPL
2967622	PK	PAK
2967622	PH	PHL
2967622	PG	PNG
2967622	TH	THA
2967622	TW	TWN
2967622	VN	VNM
2967115	CR	CRI
2967115	GT	GTM
2967115	HN	HND
2967115	MX	MEX
2967115	NI	NIC
2967115	SV	SLV
2967470	IN	IND
2967470	NP	NPL
2967724	AG	ATG
2967724	CR	CRI
2967724	DM	DMA
2967724	EC	ECU
2967724	GP	GLP
2967724	GD	GRD
2967724	GT	GTM
2967724	GF	GUF
2967724	GY	GUY
2967724	HN	HND
2967724	JM	JAM
2967724	LC	LCA
2967724	MX	MEX
2967724	MS	MSR
2967724	MQ	MTQ
2967724	NI	NIC
2967724	TT	TTO
2967724	VC	VCT
2967724	VE	VEN
2967190	BT	BTN
2967190	CN	CHN
2967190	ID	IDN
2967190	IN	IND
2967190	KH	KHM
2967190	LA	LAO
2967190	MM	MMR
2967190	MY	MYS
2967190	NP	NPL
2967190	PG	PNG
2967190	TH	THA
2967190	TW	TWN
2967190	VN	VNM
2967737	CO	COL
2967737	MX	MEX
2967737	VE	VEN
2967806	CN	CHN
2967806	FM	FSM
2967806	ID	IDN
2967806	IN	IND
2967806	LK	LKA
2967806	MY	MYS
2967806	PH	PHL
2967806	TH	THA
2967221	AR	ARG
2967221	BZ	BLZ
2967221	BR	BRA
2967221	CO	COL
2967221	CR	CRI
2967221	GT	GTM
2967221	HN	HND
2967221	MX	MEX
2967221	NI	NIC
2967221	PA	PAN
2967221	PE	PER
2967221	SV	SLV
2967221	US	USA
2967221	VE	VEN
2967163	AO	AGO
2967163	AN	ANT
2967163	AG	ATG
2967163	AU	AUS
2967163	BI	BDI
2967163	BJ	BEN
2967163	BZ	BLZ
2967163	BR	BRA
2967163	BB	BRB
2967163	BT	BTN
2967163	CN	CHN
2967163	CI	CIV
2967163	CM	CMR
2967163	CR	CRI
2967163	CU	CUB
2967163	KY	CYM
2967163	DM	DMA
2967163	DO	DOM
2967163	GH	GHA
2967163	GN	GIN
2967163	GP	GLP
2967163	GW	GNB
2967163	GD	GRD
2967163	GT	GTM
2967163	HT	HTI
2967163	ID	IDN
2967163	IN	IND
2967163	IR	IRN
2967163	JM	JAM
2967163	JP	JPN
2967163	KE	KEN
2967163	KN	KNA
2967163	LR	LBR
2967163	LC	LCA
2967163	LK	LKA
2967163	MG	MDG
2967163	MV	MDV
2967163	MX	MEX
2967163	MM	MMR
2967163	MQ	MTQ
2967163	MU	MUS
2967163	MW	MWI
2967163	NG	NGA
2967163	NI	NIC
2967163	PK	PAK
2967163	PA	PAN
2967163	PH	PHL
2967163	PR	PRI
2967163	RE	REU
2967163	SD	SDN
2967163	SG	SGP
2967163	SL	SLE
2967163	SV	SLV
2967163	SC	SYC
2967163	TG	TGO
2967163	TH	THA
2967163	TW	TWN
2967163	TZ	TZA
2967163	UG	UGA
2967163	VC	VCT
2967163	VN	VNM
2967163	YE	YEM
2967163	CD	COD
2967163	ZM	ZMB
2967319	AR	ARG
2967319	BO	BOL
2967319	BR	BRA
2967319	PE	PER
2967319	PY	PRY
2967319	UY	URY
2967319	VE	VEN
2738831	BO	BOL
2738831	BR	BRA
2738831	CO	COL
2738831	EC	ECU
2738831	GF	GUF
2738831	GY	GUY
2738831	PE	PER
2738831	SR	SUR
2738831	TT	TTO
2738831	VC	VCT
2738831	VE	VEN
4142071	AF	AFG
4142071	CC	CCK
4142071	CN	CHN
4142071	DZ	DZA
4142071	EG	EGY
4142071	ER	ERI
4142071	ET	ETH
4142071	IN	IND
4142071	IR	IRN
4142071	IQ	IRQ
4142071	IL	ISR
4142071	KH	KHM
4142071	LY	LBY
4142071	MM	MMR
4142071	MR	MRT
4142071	NP	NPL
4142071	PK	PAK
4142071	SA	SAU
4142071	SD	SDN
4142071	SO	SOM
4142071	TD	TCD
4142071	TH	THA
4142071	TN	TUN
4142071	VN	VNM
2961176	CF	CAF
2961176	CI	CIV
2961176	CM	CMR
2961176	GH	GHA
2961176	GN	GIN
2961176	GM	GMB
2961176	GW	GNB
2961176	ML	MLI
2961176	NE	NER
2961176	NG	NGA
2961176	SD	SDN
2961176	SN	SEN
2961176	TD	TCD
2961176	TG	TGO
2961177	CF	CAF
2961177	CI	CIV
2961177	GH	GHA
2961177	GN	GIN
2961177	GM	GMB
2961177	GW	GNB
2961177	LR	LBR
2961177	NG	NGA
2961177	SD	SDN
2961177	SN	SEN
2961177	SL	SLE
2961177	TG	TGO
2961177	CD	COD
2985963	JP	JPN
2985963	KR	KOR
7550653	CN	CHN
2985964	JP	JPN
2985964	TW	TWN
7319051	CN	CHN
2985965	JP	JPN
6027143	EG	EGY
6027143	IL	ISR
6027143	JO	JOR
6027143	LY	LBY
6027143	SA	SAU
6027143	TN	TUN
2970961	KH	KHM
2970961	LA	LAO
2970961	MM	MMR
2970961	MY	MYS
2970961	VN	VNM
2971008	BO	BOL
2971008	BR	BRA
2971008	CO	COL
2971008	CR	CRI
2971008	EC	ECU
2971008	GF	GUF
2971008	GY	GUY
2971008	HN	HND
2971008	MX	MEX
2971008	NI	NIC
2971008	PE	PER
2971008	SR	SUR
2971008	VE	VEN
8921081	BJ	BEN
8921081	CI	CIV
8921081	CM	CMR
8921081	GH	GHA
8921081	GN	GIN
8921081	GM	GMB
8921081	GW	GNB
8921081	LR	LBR
8921081	ML	MLI
8921081	NG	NGA
8921081	SN	SEN
8921081	SL	SLE
8921081	TG	TGO
2970993	ID	IDN
2970993	MY	MYS
2970993	TH	THA
5305277	AU	AUS
5305277	PG	PNG
8365251	BD	BGD
8365251	BT	BTN
8365251	CN	CHN
8365251	ID	IDN
8365251	IN	IND
8365251	JP	JPN
8365251	KH	KHM
8365251	LA	LAO
8365251	LK	LKA
8365251	MG	MDG
8365251	MM	MMR
8365251	MY	MYS
8365251	NP	NPL
8365251	PH	PHL
8365251	TH	THA
8365251	TW	TWN
8365251	VN	VNM
5305325	AU	AUS
5305214	NZ	NZL
8212256	AT	AUT
3085413	AL	ALB
3085413	AD	AND
3085413	AM	ARM
3085413	AT	AUT
3085413	AZ	AZE
3085413	BE	BEL
3085413	BG	BGR
3085413	BA	BIH
3085413	BY	BLR
3085413	CH	CHE
3085413	CZ	CZE
3085413	DE	DEU
3085413	DK	DNK
3085413	ES	ESP
3085413	FR	FRA
3085413	GB	GBR
3085413	GE	GEO
3085413	GR	GRC
3085413	HR	HRV
3085413	HU	HUN
3085413	IR	IRN
3085413	IT	ITA
3085413	MD	MDA
3085413	MK	MKD
3085413	ME	MNE
3085413	NL	NLD
3085413	NO	NOR
3085413	PL	POL
3085413	PT	PRT
3085413	RO	ROU
3085413	RU	RUS
3085413	RS	SRB
3085413	SK	SVK
3085413	SI	SVN
3085413	SE	SWE
3085413	TR	TUR
3085413	UA	UKR
3085421	AD	AND
3085421	AT	AUT
3085421	BG	BGR
3085421	BA	BIH
3085421	CN	CHN
3085421	ES	ESP
3085421	FR	FRA
3085421	HR	HRV
3085421	HU	HUN
3085421	IT	ITA
3085421	MK	MKD
3085421	ME	MNE
3085421	PL	POL
3085421	KP	PRK
3085421	RO	ROU
3085421	RU	RUS
3085421	RS	SRB
3085421	SK	SVK
3085421	SI	SVN
3085421	TR	TUR
3085421	UA	UKR
4926020	AT	AUT
4926020	BG	BGR
4926020	ES	ESP
4926020	FR	FRA
4926020	HU	HUN
4926020	IT	ITA
4926020	PL	POL
4926020	RO	ROU
4926020	SK	SVK
4926020	SI	SVN
4926020	TR	TUR
8400876	AL	ALB
8400876	AD	AND
8400876	AT	AUT
8400876	BE	BEL
8400876	BG	BGR
8400876	BA	BIH
8400876	CH	CHE
8400876	CZ	CZE
8400876	DE	DEU
8400876	ES	ESP
8400876	FR	FRA
8400876	GR	GRC
8400876	HR	HRV
8400876	HU	HUN
8400876	IT	ITA
8400876	MD	MDA
8400876	ME	MNE
8400876	PL	POL
8400876	RO	ROU
8400876	RS	SRB
8400876	SK	SVK
8400876	SI	SVN
8400876	TR	TUR
8400876	UA	UKR
3085418	CN	CHN
3085418	IN	IND
3085418	NP	NPL
3085424	AL	ALB
3085424	AD	AND
3085424	AT	AUT
3085424	BE	BEL
3085424	BG	BGR
3085424	BA	BIH
3085424	BY	BLR
3085424	CH	CHE
3085424	CZ	CZE
3085424	DE	DEU
3085424	DK	DNK
3085424	ES	ESP
3085424	EE	EST
3085424	FI	FIN
3085424	FR	FRA
3085424	GB	GBR
3085424	GR	GRC
3085424	HR	HRV
3085424	HU	HUN
3085424	IT	ITA
3085424	LT	LTU
3085424	LV	LVA
3085424	MD	MDA
3085424	MK	MKD
3085424	ME	MNE
3085424	NL	NLD
3085424	NO	NOR
3085424	PL	POL
3085424	RO	ROU
3085424	RS	SRB
3085424	SK	SVK
3085424	SI	SVN
3085424	SE	SWE
3085424	UA	UKR
6364342	AL	ALB
6364342	AD	AND
6364342	AT	AUT
6364342	BE	BEL
6364342	BG	BGR
6364342	BY	BLR
6364342	CH	CHE
6364342	CZ	CZE
6364342	DE	DEU
6364342	DK	DNK
6364342	ES	ESP
6364342	FI	FIN
6364342	FR	FRA
6364342	GB	GBR
6364342	GR	GRC
6364342	HR	HRV
6364342	HU	HUN
6364342	IT	ITA
6364342	MD	MDA
6364342	MK	MKD
6364342	NL	NLD
6364342	NO	NOR
6364342	PL	POL
6364342	RO	ROU
6364342	RU	RUS
6364342	SK	SVK
6364342	SI	SVN
6364342	SE	SWE
6364342	UA	UKR
6364219	BE	BEL
6364219	CH	CHE
6364219	CZ	CZE
6364219	DE	DEU
6364219	FR	FRA
6364219	GB	GBR
6364219	PL	POL
6364219	UA	UKR
7668994	AL	ALB
7668994	AD	AND
7668994	CH	CHE
7668994	ES	ESP
7668994	FR	FRA
7668994	HR	HRV
7668994	IT	ITA
7668994	PT	PRT
7668994	SI	SVN
3085412	AT	AUT
3085412	HU	HUN
3085412	PL	POL
3085412	SK	SVK
3085412	SI	SVN
6363496	AT	AUT
6363496	BG	BGR
6363496	BY	BLR
6363496	CH	CHE
6363496	CN	CHN
6363496	CZ	CZE
6363496	DE	DEU
6363496	DK	DNK
6363496	EE	EST
6363496	FI	FIN
6363496	FR	FRA
6363496	GR	GRC
6363496	HR	HRV
6363496	HU	HUN
6363496	IT	ITA
6363496	JP	JPN
6363496	KZ	KAZ
6363496	KG	KGZ
6363496	LT	LTU
6363496	LV	LVA
6363496	MD	MDA
6363496	MK	MKD
6363496	MN	MNG
6363496	NL	NLD
6363496	NO	NOR
6363496	PL	POL
6363496	RO	ROU
6363496	RS	SRB
6363496	SK	SVK
6363496	SI	SVN
6363496	SE	SWE
6363496	TJ	TJK
6363496	UA	UKR
5559593	LS	LSO
5559593	ZA	ZAF
3787646	AR	ARG
3787646	BO	BOL
3787646	BR	BRA
3787646	PY	PRY
2888554	CA	CAN
2888554	US	USA
2888548	CA	CAN
2888548	US	USA
2888546	US	USA
9071065	CA	CAN
9071065	US	USA
7226771	AF	AFG
7226771	AO	AGO
7226771	BH	BHR
7226771	BW	BWA
7226771	CV	CPV
7226771	DZ	DZA
7226771	EG	EGY
7226771	ER	ERI
7226771	ES	ESP
7226771	ET	ETH
7226771	ID	IDN
7226771	IN	IND
7226771	IR	IRN
7226771	IQ	IRQ
7226771	IL	ISR
7226771	JO	JOR
7226771	KE	KEN
7226771	LY	LBY
7226771	MA	MAR
7226771	ML	MLI
7226771	MM	MMR
7226771	MZ	MOZ
7226771	MW	MWI
7226771	MY	MYS
7226771	NA	NAM
7226771	NE	NER
7226771	NP	NPL
7226771	OM	OMN
7226771	PK	PAK
7226771	PG	PNG
7226771	PT	PRT
7226771	SA	SAU
7226771	SN	SEN
7226771	SO	SOM
7226771	TH	THA
7226771	TN	TUN
7226771	TR	TUR
7226771	TZ	TZA
7226771	YE	YEM
2702445	CN	CHN
2702445	ID	IDN
2702445	IN	IND
2702445	MY	MYS
2702445	TW	TWN
2702450	CN	CHN
2702450	ID	IDN
2702450	IN	IND
2702450	LK	LKA
2702450	MM	MMR
2702450	MY	MYS
2702450	PG	PNG
2702450	TH	THA
4133071	AU	AUS
4133071	PG	PNG
4132702	AU	AUS
4104998	AU	AUS
4104998	PH	PHL
4104998	PG	PNG
7226770	AU	AUS
7226770	PG	PNG
4195897	TZ	TZA
4195988	BW	BWA
4195988	NA	NAM
4195988	ZA	ZAF
4195988	ZW	ZWE
4196169	MZ	MOZ
4196169	TZ	TZA
4195973	BI	BDI
4195973	RW	RWA
4195973	CD	COD
4196100	AO	AGO
4196100	KE	KEN
4196100	TZ	TZA
4196100	CD	COD
4195762	MZ	MOZ
4195762	RW	RWA
4195762	TZ	TZA
4195762	CD	COD
7277417	CN	CHN
7277417	IN	IND
7277417	LK	LKA
7277417	MM	MMR
7277417	TH	THA
7277417	VN	VNM
2928666	AN	ANT
2928666	AG	ATG
2928666	BS	BHS
2928666	CU	CUB
2928666	GP	GLP
2928666	JM	JAM
2928666	MX	MEX
2928666	PR	PRI
2928666	TT	TTO
2928666	VI	VIR
2763632	BR	BRA
7319055	BT	BTN
7319055	CN	CHN
7319055	IN	IND
7319055	KH	KHM
7319055	LA	LAO
7319055	MM	MMR
7319055	MY	MYS
7319055	NP	NPL
7319055	TH	THA
7319055	TW	TWN
7319055	VN	VNM
3115608	BT	BTN
3115608	CM	CMR
3115608	ER	ERI
3115608	ET	ETH
3115608	GA	GAB
3115608	GQ	GNQ
3115608	ID	IDN
3115608	IN	IND
3115608	KE	KEN
3115608	MM	MMR
3115608	MZ	MOZ
3115608	MW	MWI
3115608	MY	MYS
3115608	NP	NPL
3115608	PH	PHL
3115608	PG	PNG
3115608	RW	RWA
3115608	SA	SAU
3115608	SD	SDN
3115608	SO	SOM
3115608	TZ	TZA
3115608	UG	UGA
3115608	YE	YEM
3115608	CD	COD
3115588	AO	AGO
3115588	AU	AUS
3115588	BT	BTN
3115588	CN	CHN
3115588	CI	CIV
3115588	CM	CMR
3115588	ER	ERI
3115588	ET	ETH
3115588	FJ	FJI
3115588	GH	GHA
3115588	GN	GIN
3115588	GQ	GNQ
3115588	ID	IDN
3115588	IN	IND
3115588	IR	IRN
3115588	KE	KEN
3115588	KH	KHM
3115588	LA	LAO
3115588	MG	MDG
3115588	MM	MMR
3115588	MU	MUS
3115588	MY	MYS
3115588	NG	NGA
3115588	NP	NPL
3115588	PH	PHL
3115588	PG	PNG
3115588	PF	PYF
3115588	RE	REU
3115588	RW	RWA
3115588	SO	SOM
3115588	SZ	SWZ
3115588	TH	THA
3115588	TO	TON
3115588	TW	TWN
3115588	TZ	TZA
3115588	UG	UGA
3115588	VN	VNM
3115588	WS	WSM
3115588	YE	YEM
3115588	ZA	ZAF
3115588	CD	COD
2975891	AO	AGO
2975891	AU	AUS
2975891	BI	BDI
2975891	BJ	BEN
2975891	BW	BWA
2975891	CI	CIV
2975891	CM	CMR
2975891	CV	CPV
2975891	ET	ETH
2975891	GA	GAB
2975891	GH	GHA
2975891	GN	GIN
2975891	GM	GMB
2975891	GW	GNB
2975891	ID	IDN
2975891	IN	IND
2975891	KE	KEN
2975891	LR	LBR
2975891	LK	LKA
2975891	ML	MLI
2975891	MM	MMR
2975891	MZ	MOZ
2975891	MW	MWI
2975891	NA	NAM
2975891	NE	NER
2975891	NG	NGA
2975891	OM	OMN
2975891	RW	RWA
2975891	SA	SAU
2975891	SD	SDN
2975891	SN	SEN
2975891	SL	SLE
2975891	SO	SOM
2975891	SZ	SWZ
2975891	TD	TCD
2975891	TG	TGO
2975891	TZ	TZA
2975891	UG	UGA
2975891	YE	YEM
2975891	ZA	ZAF
2975891	CD	COD
2975891	ZM	ZMB
2975891	ZW	ZWE
7498955	AU	AUS
5687341	NZ	NZL
2944663	GF	GUF
2944663	GY	GUY
2944663	SR	SUR
2944650	BR	BRA
2944650	CO	COL
2944650	VE	VEN
3602317	CN	CHN
3602317	NP	NPL
5421338	AL	ALB
5421338	AT	AUT
5421338	BG	BGR
5421338	CH	CHE
5421338	DE	DEU
5421338	ES	ESP
5421338	GR	GRC
5421338	HU	HUN
5421338	IN	IND
5421338	IR	IRN
5421338	IT	ITA
5421338	KZ	KAZ
5421338	KG	KGZ
5421338	MN	MNG
5421338	PK	PAK
5421338	PL	POL
5421338	RO	ROU
5421338	RU	RUS
5421338	SY	SYR
5421338	TJ	TJK
5421338	TR	TUR
5421338	UA	UKR
7268881	CN	CHN
7268881	MN	MNG
7268881	RU	RUS
5293187	MU	MUS
5293187	RE	REU
6070199	IN	IND
6070199	NP	NPL
4047017	BZ	BLZ
4047017	BO	BOL
4047017	BR	BRA
4047017	CO	COL
4047017	CR	CRI
4047017	CU	CUB
4047017	EC	ECU
4047017	FJ	FJI
4047017	GT	GTM
4047017	GF	GUF
4047017	GY	GUY
4047017	HN	HND
4047017	ID	IDN
4047017	IN	IND
4047017	KE	KEN
4047017	MG	MDG
4047017	MX	MEX
4047017	MZ	MOZ
4047017	MW	MWI
4047017	MY	MYS
4047017	NI	NIC
4047017	PA	PAN
4047017	PE	PER
4047017	PH	PHL
4047017	PG	PNG
4047017	PY	PRY
4047017	SR	SUR
4047017	TT	TTO
4047017	TZ	TZA
4047017	UG	UGA
4047017	UY	URY
4047017	VE	VEN
4047017	ZA	ZAF
4047017	CD	COD
4047017	ZW	ZWE
2869345	AG	ATG
2869345	BO	BOL
2869345	BR	BRA
2869345	CO	COL
2869345	CR	CRI
2869345	DM	DMA
2869345	EC	ECU
2869345	GP	GLP
2869345	GD	GRD
2869345	GT	GTM
2869345	GF	GUF
2869345	GY	GUY
2869345	HN	HND
2869345	LC	LCA
2869345	MX	MEX
2869345	MQ	MTQ
2869345	NI	NIC
2869345	PR	PRI
2869345	SV	SLV
2869345	SR	SUR
2869345	TT	TTO
2869345	VC	VCT
2869345	VE	VEN
5296518	ZA	ZAF
5296524	ZA	ZAF
2888711	CA	CAN
2888711	US	USA
7066005	CA	CAN
7066005	US	USA
